,Table Code,State Code,Area Name,Total/Rural/Urban,Female Main Workers/Marginal Workers,Marital Status,Female - Population,Total Female - Main/Marginal Workers,Number of Workers,Industry,A - Agricultural Labourers,B,C - HHI,C - Non HHI,D & E,F,G - HHI,G - Non HHI,H,I,J - HHI,J - Non HHI,K to M,N to O,P to Q,R to U - HHI,R to U - Non HHI
1595,B1717,29,State - Karnataka,Rural,Main Workers,Divorced,8438,8402,4439,A - Agricultural Labourers,4439,,,,,,,,,,,,,,,,
1596,B1717,29,State - Karnataka,Rural,Marginal Workers,Total,2132920,2132476,1309991,A - Agricultural Labourers,1309991,,,,,,,,,,,,,,,,
1597,B1717,29,State - Karnataka,Rural,Marginal Workers,Never Married,261955,261448,142056,A - Agricultural Labourers,142056,,,,,,,,,,,,,,,,
1598,B1717,29,State - Karnataka,Rural,Marginal Workers,Married,1636484,1636857,1016638,A - Agricultural Labourers,1016638,,,,,,,,,,,,,,,,
1599,B1717,29,State - Karnataka,Rural,Marginal Workers,Widowed,206324,206207,132223,A - Agricultural Labourers,132223,,,,,,,,,,,,,,,,
1600,B1717,29,State - Karnataka,Rural,Marginal Workers,Separated,24870,24630,16937,A - Agricultural Labourers,16937,,,,,,,,,,,,,,,,
1601,B1717,29,State - Karnataka,Rural,Marginal Workers,Divorced,3287,3334,2137,A - Agricultural Labourers,2137,,,,,,,,,,,,,,,,
1602,B1717,29,State - Karnataka,Urban,Total Female Workers,Total,2411677,2413878,182587,A - Agricultural Labourers,182587,,,,,,,,,,,,,,,,
1603,B1717,29,State - Karnataka,Urban,Total Female Workers,Never Married,446082,447810,19625,A - Agricultural Labourers,19625,,,,,,,,,,,,,,,,
1604,B1717,29,State - Karnataka,Urban,Total Female Workers,Married,1635533,1636441,128165,A - Agricultural Labourers,128165,,,,,,,,,,,,,,,,
1605,B1717,29,State - Karnataka,Urban,Total Female Workers,Widowed,292648,292272,31032,A - Agricultural Labourers,31032,,,,,,,,,,,,,,,,
1606,B1717,29,State - Karnataka,Urban,Total Female Workers,Separated,31403,31375,3335,A - Agricultural Labourers,3335,,,,,,,,,,,,,,,,
1607,B1717,29,State - Karnataka,Urban,Total Female Workers,Divorced,6011,5980,430,A - Agricultural Labourers,430,,,,,,,,,,,,,,,,
1608,B1717,29,State - Karnataka,Urban,Main Workers,Total,1989460,1991688,130717,A - Agricultural Labourers,130717,,,,,,,,,,,,,,,,
1609,B1717,29,State - Karnataka,Urban,Main Workers,Never Married,352379,353874,13865,A - Agricultural Labourers,13865,,,,,,,,,,,,,,,,
1610,B1717,29,State - Karnataka,Urban,Main Workers,Married,1360165,1361275,90725,A - Agricultural Labourers,90725,,,,,,,,,,,,,,,,
1611,B1717,29,State - Karnataka,Urban,Main Workers,Widowed,244847,244506,23241,A - Agricultural Labourers,23241,,,,,,,,,,,,,,,,
1612,B1717,29,State - Karnataka,Urban,Main Workers,Separated,26907,26885,2577,A - Agricultural Labourers,2577,,,,,,,,,,,,,,,,
1613,B1717,29,State - Karnataka,Urban,Main Workers,Divorced,5162,5148,309,A - Agricultural Labourers,309,,,,,,,,,,,,,,,,
1614,B1717,29,State - Karnataka,Urban,Marginal Workers,Total,422217,422190,51870,A - Agricultural Labourers,51870,,,,,,,,,,,,,,,,
1615,B1717,29,State - Karnataka,Urban,Marginal Workers,Never Married,93703,93936,5760,A - Agricultural Labourers,5760,,,,,,,,,,,,,,,,
1616,B1717,29,State - Karnataka,Urban,Marginal Workers,Married,275368,275166,37440,A - Agricultural Labourers,37440,,,,,,,,,,,,,,,,
1617,B1717,29,State - Karnataka,Urban,Marginal Workers,Widowed,47801,47766,7791,A - Agricultural Labourers,7791,,,,,,,,,,,,,,,,
1618,B1717,29,State - Karnataka,Urban,Marginal Workers,Separated,4496,4490,758,A - Agricultural Labourers,758,,,,,,,,,,,,,,,,
1619,B1717,29,State - Karnataka,Urban,Marginal Workers,Divorced,849,832,121,A - Agricultural Labourers,121,,,,,,,,,,,,,,,,
1620,B1717,30,State - Goa,Total,Total Female Workers,Total,157712,157667,11944,A - Agricultural Labourers,11944,,,,,,,,,,,,,,,,
1621,B1717,30,State - Goa,Total,Total Female Workers,Never Married,43436,43368,1813,A - Agricultural Labourers,1813,,,,,,,,,,,,,,,,
1622,B1717,30,State - Goa,Total,Total Female Workers,Married,95791,95814,7667,A - Agricultural Labourers,7667,,,,,,,,,,,,,,,,
1623,B1717,30,State - Goa,Total,Total Female Workers,Widowed,17051,17006,2341,A - Agricultural Labourers,2341,,,,,,,,,,,,,,,,
1624,B1717,30,State - Goa,Total,Total Female Workers,Separated,1009,1010,106,A - Agricultural Labourers,106,,,,,,,,,,,,,,,,
1625,B1717,30,State - Goa,Total,Total Female Workers,Divorced,425,469,17,A - Agricultural Labourers,17,,,,,,,,,,,,,,,,
1626,B1717,30,State - Goa,Total,Main Workers,Total,119086,118982,4226,A - Agricultural Labourers,4226,,,,,,,,,,,,,,,,
1627,B1717,30,State - Goa,Total,Main Workers,Never Married,33073,33270,723,A - Agricultural Labourers,723,,,,,,,,,,,,,,,,
1628,B1717,30,State - Goa,Total,Main Workers,Married,72614,72324,2619,A - Agricultural Labourers,2619,,,,,,,,,,,,,,,,
1629,B1717,30,State - Goa,Total,Main Workers,Widowed,12261,12182,831,A - Agricultural Labourers,831,,,,,,,,,,,,,,,,
1630,B1717,30,State - Goa,Total,Main Workers,Separated,773,801,46,A - Agricultural Labourers,46,,,,,,,,,,,,,,,,
1631,B1717,30,State - Goa,Total,Main Workers,Divorced,365,405,7,A - Agricultural Labourers,7,,,,,,,,,,,,,,,,
1632,B1717,30,State - Goa,Total,Marginal Workers,Total,38626,38685,7718,A - Agricultural Labourers,7718,,,,,,,,,,,,,,,,
1633,B1717,30,State - Goa,Total,Marginal Workers,Never Married,10363,10098,1090,A - Agricultural Labourers,1090,,,,,,,,,,,,,,,,
1634,B1717,30,State - Goa,Total,Marginal Workers,Married,23177,23490,5048,A - Agricultural Labourers,5048,,,,,,,,,,,,,,,,
1635,B1717,30,State - Goa,Total,Marginal Workers,Widowed,4790,4824,1510,A - Agricultural Labourers,1510,,,,,,,,,,,,,,,,
1636,B1717,30,State - Goa,Total,Marginal Workers,Separated,236,209,60,A - Agricultural Labourers,60,,,,,,,,,,,,,,,,
1637,B1717,30,State - Goa,Total,Marginal Workers,Divorced,60,64,10,A - Agricultural Labourers,10,,,,,,,,,,,,,,,,
1638,B1717,30,State - Goa,Rural,Total Female Workers,Total,62550,62607,9472,A - Agricultural Labourers,9472,,,,,,,,,,,,,,,,
1639,B1717,30,State - Goa,Rural,Total Female Workers,Never Married,17082,16978,1518,A - Agricultural Labourers,1518,,,,,,,,,,,,,,,,
1640,B1717,30,State - Goa,Rural,Total Female Workers,Married,37531,37718,6157,A - Agricultural Labourers,6157,,,,,,,,,,,,,,,,
1641,B1717,30,State - Goa,Rural,Total Female Workers,Widowed,7439,7427,1711,A - Agricultural Labourers,1711,,,,,,,,,,,,,,,,
1642,B1717,30,State - Goa,Rural,Total Female Workers,Separated,385,378,75,A - Agricultural Labourers,75,,,,,,,,,,,,,,,,
1643,B1717,30,State - Goa,Rural,Total Female Workers,Divorced,113,106,11,A - Agricultural Labourers,11,,,,,,,,,,,,,,,,
1644,B1717,30,State - Goa,Rural,Main Workers,Total,42477,42879,3320,A - Agricultural Labourers,3320,,,,,,,,,,,,,,,,
1645,B1717,30,State - Goa,Rural,Main Workers,Never Married,12297,12397,589,A - Agricultural Labourers,589,,,,,,,,,,,,,,,,
1646,B1717,30,State - Goa,Rural,Main Workers,Married,25095,25411,2060,A - Agricultural Labourers,2060,,,,,,,,,,,,,,,,
1647,B1717,30,State - Goa,Rural,Main Workers,Widowed,4751,4722,632,A - Agricultural Labourers,632,,,,,,,,,,,,,,,,
1648,B1717,30,State - Goa,Rural,Main Workers,Separated,249,259,33,A - Agricultural Labourers,33,,,,,,,,,,,,,,,,
1649,B1717,30,State - Goa,Rural,Main Workers,Divorced,85,90,6,A - Agricultural Labourers,6,,,,,,,,,,,,,,,,
1650,B1717,30,State - Goa,Rural,Marginal Workers,Total,20073,19728,6152,A - Agricultural Labourers,6152,,,,,,,,,,,,,,,,
1651,B1717,30,State - Goa,Rural,Marginal Workers,Never Married,4785,4581,929,A - Agricultural Labourers,929,,,,,,,,,,,,,,,,
1652,B1717,30,State - Goa,Rural,Marginal Workers,Married,12436,12307,4097,A - Agricultural Labourers,4097,,,,,,,,,,,,,,,,
1653,B1717,30,State - Goa,Rural,Marginal Workers,Widowed,2688,2705,1079,A - Agricultural Labourers,1079,,,,,,,,,,,,,,,,
1654,B1717,30,State - Goa,Rural,Marginal Workers,Separated,136,119,42,A - Agricultural Labourers,42,,,,,,,,,,,,,,,,
1655,B1717,30,State - Goa,Rural,Marginal Workers,Divorced,28,16,5,A - Agricultural Labourers,5,,,,,,,,,,,,,,,,
1656,B1717,30,State - Goa,Urban,Total Female Workers,Total,95162,95060,2472,A - Agricultural Labourers,2472,,,,,,,,,,,,,,,,
1657,B1717,30,State - Goa,Urban,Total Female Workers,Never Married,26354,26390,295,A - Agricultural Labourers,295,,,,,,,,,,,,,,,,
1658,B1717,30,State - Goa,Urban,Total Female Workers,Married,58260,58096,1510,A - Agricultural Labourers,1510,,,,,,,,,,,,,,,,
1659,B1717,30,State - Goa,Urban,Total Female Workers,Widowed,9612,9579,630,A - Agricultural Labourers,630,,,,,,,,,,,,,,,,
1660,B1717,30,State - Goa,Urban,Total Female Workers,Separated,624,632,31,A - Agricultural Labourers,31,,,,,,,,,,,,,,,,
1661,B1717,30,State - Goa,Urban,Total Female Workers,Divorced,312,363,6,A - Agricultural Labourers,6,,,,,,,,,,,,,,,,
1662,B1717,30,State - Goa,Urban,Main Workers,Total,76609,76103,906,A - Agricultural Labourers,906,,,,,,,,,,,,,,,,
1663,B1717,30,State - Goa,Urban,Main Workers,Never Married,20776,20873,134,A - Agricultural Labourers,134,,,,,,,,,,,,,,,,
1664,B1717,30,State - Goa,Urban,Main Workers,Married,47519,46913,559,A - Agricultural Labourers,559,,,,,,,,,,,,,,,,
1665,B1717,30,State - Goa,Urban,Main Workers,Widowed,7510,7460,199,A - Agricultural Labourers,199,,,,,,,,,,,,,,,,
1666,B1717,30,State - Goa,Urban,Main Workers,Separated,524,542,13,A - Agricultural Labourers,13,,,,,,,,,,,,,,,,
1667,B1717,30,State - Goa,Urban,Main Workers,Divorced,280,315,1,A - Agricultural Labourers,1,,,,,,,,,,,,,,,,
1668,B1717,30,State - Goa,Urban,Marginal Workers,Total,18553,18957,1566,A - Agricultural Labourers,1566,,,,,,,,,,,,,,,,
1669,B1717,30,State - Goa,Urban,Marginal Workers,Never Married,5578,5517,161,A - Agricultural Labourers,161,,,,,,,,,,,,,,,,
1670,B1717,30,State - Goa,Urban,Marginal Workers,Married,10741,11183,951,A - Agricultural Labourers,951,,,,,,,,,,,,,,,,
1671,B1717,30,State - Goa,Urban,Marginal Workers,Widowed,2102,2119,431,A - Agricultural Labourers,431,,,,,,,,,,,,,,,,
1672,B1717,30,State - Goa,Urban,Marginal Workers,Separated,100,90,18,A - Agricultural Labourers,18,,,,,,,,,,,,,,,,
1673,B1717,30,State - Goa,Urban,Marginal Workers,Divorced,32,48,5,A - Agricultural Labourers,5,,,,,,,,,,,,,,,,
1674,B1717,31,State - Lakshadweep,Total,Total Female Workers,Total,3435,3435,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1675,B1717,31,State - Lakshadweep,Total,Total Female Workers,Never Married,501,501,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1676,B1717,31,State - Lakshadweep,Total,Total Female Workers,Married,2519,2519,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1677,B1717,31,State - Lakshadweep,Total,Total Female Workers,Widowed,240,240,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1678,B1717,31,State - Lakshadweep,Total,Total Female Workers,Separated,65,65,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1679,B1717,31,State - Lakshadweep,Total,Total Female Workers,Divorced,110,110,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1680,B1717,31,State - Lakshadweep,Total,Main Workers,Total,1667,1667,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1681,B1717,31,State - Lakshadweep,Total,Main Workers,Never Married,134,134,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1682,B1717,31,State - Lakshadweep,Total,Main Workers,Married,1318,1318,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1683,B1717,31,State - Lakshadweep,Total,Main Workers,Widowed,135,135,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1684,B1717,31,State - Lakshadweep,Total,Main Workers,Separated,33,33,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1685,B1717,31,State - Lakshadweep,Total,Main Workers,Divorced,47,47,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1686,B1717,31,State - Lakshadweep,Total,Marginal Workers,Total,1768,1768,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1687,B1717,31,State - Lakshadweep,Total,Marginal Workers,Never Married,367,367,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1688,B1717,31,State - Lakshadweep,Total,Marginal Workers,Married,1201,1201,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1689,B1717,31,State - Lakshadweep,Total,Marginal Workers,Widowed,105,105,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1690,B1717,31,State - Lakshadweep,Total,Marginal Workers,Separated,32,32,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1691,B1717,31,State - Lakshadweep,Total,Marginal Workers,Divorced,63,63,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1692,B1717,31,State - Lakshadweep,Rural,Total Female Workers,Total,866,866,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1693,B1717,31,State - Lakshadweep,Rural,Total Female Workers,Never Married,128,128,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1694,B1717,31,State - Lakshadweep,Rural,Total Female Workers,Married,628,628,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1695,B1717,31,State - Lakshadweep,Rural,Total Female Workers,Widowed,64,64,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1696,B1717,31,State - Lakshadweep,Rural,Total Female Workers,Separated,18,18,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1697,B1717,31,State - Lakshadweep,Rural,Total Female Workers,Divorced,28,28,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1698,B1717,31,State - Lakshadweep,Rural,Main Workers,Total,347,347,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1699,B1717,31,State - Lakshadweep,Rural,Main Workers,Never Married,26,26,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1700,B1717,31,State - Lakshadweep,Rural,Main Workers,Married,268,268,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1701,B1717,31,State - Lakshadweep,Rural,Main Workers,Widowed,37,37,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1702,B1717,31,State - Lakshadweep,Rural,Main Workers,Separated,6,6,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1703,B1717,31,State - Lakshadweep,Rural,Main Workers,Divorced,10,10,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1704,B1717,31,State - Lakshadweep,Rural,Marginal Workers,Total,519,519,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1705,B1717,31,State - Lakshadweep,Rural,Marginal Workers,Never Married,102,102,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1706,B1717,31,State - Lakshadweep,Rural,Marginal Workers,Married,360,360,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1707,B1717,31,State - Lakshadweep,Rural,Marginal Workers,Widowed,27,27,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1708,B1717,31,State - Lakshadweep,Rural,Marginal Workers,Separated,12,12,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1709,B1717,31,State - Lakshadweep,Rural,Marginal Workers,Divorced,18,18,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1710,B1717,31,State - Lakshadweep,Urban,Total Female Workers,Total,2569,2569,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1711,B1717,31,State - Lakshadweep,Urban,Total Female Workers,Never Married,373,373,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1712,B1717,31,State - Lakshadweep,Urban,Total Female Workers,Married,1891,1891,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1713,B1717,31,State - Lakshadweep,Urban,Total Female Workers,Widowed,176,176,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1714,B1717,31,State - Lakshadweep,Urban,Total Female Workers,Separated,47,47,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1715,B1717,31,State - Lakshadweep,Urban,Total Female Workers,Divorced,82,82,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1716,B1717,31,State - Lakshadweep,Urban,Main Workers,Total,1320,1320,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1717,B1717,31,State - Lakshadweep,Urban,Main Workers,Never Married,108,108,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1718,B1717,31,State - Lakshadweep,Urban,Main Workers,Married,1050,1050,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1719,B1717,31,State - Lakshadweep,Urban,Main Workers,Widowed,98,98,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1720,B1717,31,State - Lakshadweep,Urban,Main Workers,Separated,27,27,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1721,B1717,31,State - Lakshadweep,Urban,Main Workers,Divorced,37,37,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1722,B1717,31,State - Lakshadweep,Urban,Marginal Workers,Total,1249,1249,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1723,B1717,31,State - Lakshadweep,Urban,Marginal Workers,Never Married,265,265,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1724,B1717,31,State - Lakshadweep,Urban,Marginal Workers,Married,841,841,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1725,B1717,31,State - Lakshadweep,Urban,Marginal Workers,Widowed,78,78,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1726,B1717,31,State - Lakshadweep,Urban,Marginal Workers,Separated,20,20,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1727,B1717,31,State - Lakshadweep,Urban,Marginal Workers,Divorced,45,45,0,A - Agricultural Labourers,0,,,,,,,,,,,,,,,,
1728,B1717,32,State - Kerala,Total,Total Female Workers,Total,3167494,3168156,464855,A - Agricultural Labourers,464855,,,,,,,,,,,,,,,,
1729,B1717,32,State - Kerala,Total,Total Female Workers,Never Married,365555,362719,28835,A - Agricultural Labourers,28835,,,,,,,,,,,,,,,,
1730,B1717,32,State - Kerala,Total,Total Female Workers,Married,2304398,2307057,334121,A - Agricultural Labourers,334121,,,,,,,,,,,,,,,,
1731,B1717,32,State - Kerala,Total,Total Female Workers,Widowed,390129,390996,82836,A - Agricultural Labourers,82836,,,,,,,,,,,,,,,,
1732,B1717,32,State - Kerala,Total,Total Female Workers,Separated,89320,89168,17001,A - Agricultural Labourers,17001,,,,,,,,,,,,,,,,
1733,B1717,32,State - Kerala,Total,Total Female Workers,Divorced,18092,18216,2062,A - Agricultural Labourers,2062,,,,,,,,,,,,,,,,
1734,B1717,32,State - Kerala,Total,Main Workers,Total,2149919,2151344,290044,A - Agricultural Labourers,290044,,,,,,,,,,,,,,,,
1735,B1717,32,State - Kerala,Total,Main Workers,Never Married,248842,246682,18479,A - Agricultural Labourers,18479,,,,,,,,,,,,,,,,
1736,B1717,32,State - Kerala,Total,Main Workers,Married,1561927,1565094,205757,A - Agricultural Labourers,205757,,,,,,,,,,,,,,,,
1737,B1717,32,State - Kerala,Total,Main Workers,Widowed,264158,264371,53030,A - Agricultural Labourers,53030,,,,,,,,,,,,,,,,
1738,B1717,32,State - Kerala,Total,Main Workers,Separated,62062,62141,11482,A - Agricultural Labourers,11482,,,,,,,,,,,,,,,,
1739,B1717,32,State - Kerala,Total,Main Workers,Divorced,12930,13056,1296,A - Agricultural Labourers,1296,,,,,,,,,,,,,,,,
1740,B1717,32,State - Kerala,Total,Marginal Workers,Total,1017575,1016812,174811,A - Agricultural Labourers,174811,,,,,,,,,,,,,,,,
1741,B1717,32,State - Kerala,Total,Marginal Workers,Never Married,116713,116037,10356,A - Agricultural Labourers,10356,,,,,,,,,,,,,,,,
1742,B1717,32,State - Kerala,Total,Marginal Workers,Married,742471,741963,128364,A - Agricultural Labourers,128364,,,,,,,,,,,,,,,,
1743,B1717,32,State - Kerala,Total,Marginal Workers,Widowed,125971,126625,29806,A - Agricultural Labourers,29806,,,,,,,,,,,,,,,,
1744,B1717,32,State - Kerala,Total,Marginal Workers,Separated,27258,27027,5519,A - Agricultural Labourers,5519,,,,,,,,,,,,,,,,
1745,B1717,32,State - Kerala,Total,Marginal Workers,Divorced,5162,5160,766,A - Agricultural Labourers,766,,,,,,,,,,,,,,,,
1746,B1717,32,State - Kerala,Rural,Total Female Workers,Total,1834456,1835113,392709,A - Agricultural Labourers,392709,,,,,,,,,,,,,,,,
1747,B1717,32,State - Kerala,Rural,Total Female Workers,Never Married,197742,196869,23892,A - Agricultural Labourers,23892,,,,,,,,,,,,,,,,
1748,B1717,32,State - Kerala,Rural,Total Female Workers,Married,1334079,1334522,284719,A - Agricultural Labourers,284719,,,,,,,,,,,,,,,,
1749,B1717,32,State - Kerala,Rural,Total Female Workers,Widowed,235600,236880,67781,A - Agricultural Labourers,67781,,,,,,,,,,,,,,,,
1750,B1717,32,State - Kerala,Rural,Total Female Workers,Separated,57135,56843,14643,A - Agricultural Labourers,14643,,,,,,,,,,,,,,,,
1751,B1717,32,State - Kerala,Rural,Total Female Workers,Divorced,9900,9999,1674,A - Agricultural Labourers,1674,,,,,,,,,,,,,,,,
1752,B1717,32,State - Kerala,Rural,Main Workers,Total,1187113,1188359,250332,A - Agricultural Labourers,250332,,,,,,,,,,,,,,,,
1753,B1717,32,State - Kerala,Rural,Main Workers,Never Married,131184,130523,15587,A - Agricultural Labourers,15587,,,,,,,,,,,,,,,,
1754,B1717,32,State - Kerala,Rural,Main Workers,Married,855464,856932,179136,A - Agricultural Labourers,179136,,,,,,,,,,,,,,,,
1755,B1717,32,State - Kerala,Rural,Main Workers,Widowed,154913,155472,44467,A - Agricultural Labourers,44467,,,,,,,,,,,,,,,,
1756,B1717,32,State - Kerala,Rural,Main Workers,Separated,38827,38655,10063,A - Agricultural Labourers,10063,,,,,,,,,,,,,,,,
1757,B1717,32,State - Kerala,Rural,Main Workers,Divorced,6725,6777,1079,A - Agricultural Labourers,1079,,,,,,,,,,,,,,,,
1758,B1717,32,State - Kerala,Rural,Marginal Workers,Total,647343,646754,142377,A - Agricultural Labourers,142377,,,,,,,,,,,,,,,,
1759,B1717,32,State - Kerala,Rural,Marginal Workers,Never Married,66558,66346,8305,A - Agricultural Labourers,8305,,,,,,,,,,,,,,,,
1760,B1717,32,State - Kerala,Rural,Marginal Workers,Married,478615,477590,105583,A - Agricultural Labourers,105583,,,,,,,,,,,,,,,,
1761,B1717,32,State - Kerala,Rural,Marginal Workers,Widowed,80687,81408,23314,A - Agricultural Labourers,23314,,,,,,,,,,,,,,,,
1762,B1717,32,State - Kerala,Rural,Marginal Workers,Separated,18308,18188,4580,A - Agricultural Labourers,4580,,,,,,,,,,,,,,,,
1763,B1717,32,State - Kerala,Rural,Marginal Workers,Divorced,3175,3222,595,A - Agricultural Labourers,595,,,,,,,,,,,,,,,,
1764,B1717,32,State - Kerala,Urban,Total Female Workers,Total,1333038,1333043,72146,A - Agricultural Labourers,72146,,,,,,,,,,,,,,,,
1765,B1717,32,State - Kerala,Urban,Total Female Workers,Never Married,167813,165850,4943,A - Agricultural Labourers,4943,,,,,,,,,,,,,,,,
1766,B1717,32,State - Kerala,Urban,Total Female Workers,Married,970319,972535,49402,A - Agricultural Labourers,49402,,,,,,,,,,,,,,,,
1767,B1717,32,State - Kerala,Urban,Total Female Workers,Widowed,154529,154116,15055,A - Agricultural Labourers,15055,,,,,,,,,,,,,,,,
1768,B1717,32,State - Kerala,Urban,Total Female Workers,Separated,32185,32325,2358,A - Agricultural Labourers,2358,,,,,,,,,,,,,,,,
1769,B1717,32,State - Kerala,Urban,Total Female Workers,Divorced,8192,8217,388,A - Agricultural Labourers,388,,,,,,,,,,,,,,,,
1770,B1717,32,State - Kerala,Urban,Main Workers,Total,962806,962985,39712,A - Agricultural Labourers,39712,,,,,,,,,,,,,,,,
1771,B1717,32,State - Kerala,Urban,Main Workers,Never Married,117658,116159,2892,A - Agricultural Labourers,2892,,,,,,,,,,,,,,,,
1772,B1717,32,State - Kerala,Urban,Main Workers,Married,706463,708162,26621,A - Agricultural Labourers,26621,,,,,,,,,,,,,,,,
1773,B1717,32,State - Kerala,Urban,Main Workers,Widowed,109245,108899,8563,A - Agricultural Labourers,8563,,,,,,,,,,,,,,,,
1774,B1717,32,State - Kerala,Urban,Main Workers,Separated,23235,23486,1419,A - Agricultural Labourers,1419,,,,,,,,,,,,,,,,
1775,B1717,32,State - Kerala,Urban,Main Workers,Divorced,6205,6279,217,A - Agricultural Labourers,217,,,,,,,,,,,,,,,,
1776,B1717,32,State - Kerala,Urban,Marginal Workers,Total,370232,370058,32434,A - Agricultural Labourers,32434,,,,,,,,,,,,,,,,
1777,B1717,32,State - Kerala,Urban,Marginal Workers,Never Married,50155,49691,2051,A - Agricultural Labourers,2051,,,,,,,,,,,,,,,,
1778,B1717,32,State - Kerala,Urban,Marginal Workers,Married,263856,264373,22781,A - Agricultural Labourers,22781,,,,,,,,,,,,,,,,
1779,B1717,32,State - Kerala,Urban,Marginal Workers,Widowed,45284,45217,6492,A - Agricultural Labourers,6492,,,,,,,,,,,,,,,,
1780,B1717,32,State - Kerala,Urban,Marginal Workers,Separated,8950,8839,939,A - Agricultural Labourers,939,,,,,,,,,,,,,,,,
1781,B1717,32,State - Kerala,Urban,Marginal Workers,Divorced,1987,1938,171,A - Agricultural Labourers,171,,,,,,,,,,,,,,,,
1782,B1717,33,State - Tamil Nadu,Total,Total Female Workers,Total,11449703,11447541,4763840,A - Agricultural Labourers,4763840,,,,,,,,,,,,,,,,
1783,B1717,33,State - Tamil Nadu,Total,Total Female Workers,Never Married,1240299,1236232,293272,A - Agricultural Labourers,293272,,,,,,,,,,,,,,,,
1784,B1717,33,State - Tamil Nadu,Total,Total Female Workers,Married,8364761,8365449,3615385,A - Agricultural Labourers,3615385,,,,,,,,,,,,,,,,
1785,B1717,33,State - Tamil Nadu,Total,Total Female Workers,Widowed,1614917,1615658,767184,A - Agricultural Labourers,767184,,,,,,,,,,,,,,,,
1786,B1717,33,State - Tamil Nadu,Total,Total Female Workers,Separated,200864,201152,78836,A - Agricultural Labourers,78836,,,,,,,,,,,,,,,,
1787,B1717,33,State - Tamil Nadu,Total,Total Female Workers,Divorced,28862,29050,9163,A - Agricultural Labourers,9163,,,,,,,,,,,,,,,,
1788,B1717,33,State - Tamil Nadu,Total,Main Workers,Total,8980987,8978915,3425578,A - Agricultural Labourers,3425578,,,,,,,,,,,,,,,,
1789,B1717,33,State - Tamil Nadu,Total,Main Workers,Never Married,932829,928628,202763,A - Agricultural Labourers,202763,,,,,,,,,,,,,,,,
